Site Number,Street Description,Lat,Long,Lat Adjusted,Long Adjusted,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
332249,138 Street North of 103 Avenue,53.5450159,-113.5596774,53.5450159,-113.5596774,-,-,-,-,-,-,600,600,700,600,700,800
408136,139 Avenue West of  27 Street,53.6026884,-113.3847324,53.6026884,-113.3847324,4000,3900,4000,4100,5800,5500,5700,5400,5600,4800,5200,5500
408152,139 Avenue West of  30 Street,53.6030459,-113.3906409,53.6030459,-113.3906409,2400,2300,2400,2400,2400,2300,2700,2600,2700,2300,2500,2600
408184,139 Avenue West of  40 Street,53.6003029,-113.4052639,53.6003029,-113.4052639,-,5200,5300,5000,5000,4800,4800,4600,4800,4100,4400,4600
408192,139 Avenue West of  42 Street,53.6002389,-113.4079619,53.6002389,-113.4079619,-,4700,4800,4900,5000,4800,4800,4600,4800,4100,4400,4600
408476,139 Avenue West of 114 Street,53.6018292,-113.5202512,53.6018292,-113.5202512,-,-,3600,3700,3700,3500,4600,4400,4600,4000,4300,4500
408500,139 Avenue West of 119 Street,53.6010821,-113.5263665,53.6010821,-113.5263665,-,-,2600,2700,2700,2600,3500,3300,3400,2900,3200,3400
408144,139 Avenue West of Victoria Trail,53.6028111,-113.3871606,53.6028111,-113.3871606,4200,4100,4200,4300,4300,4100,3800,3600,3800,3300,3600,3800
332405,139 Street North of 108 Avenue,53.5532978,-113.5613861,53.5532978,-113.5613861,-,-,-,-,-,-,600,600,700,600,700,800
332441,139 Street North of 117 Avenue,53.5699155,-113.5613591,53.5699155,-113.5613591,1300,1300,1300,1300,1300,1200,1500,1400,1500,1300,1400,1500
332445,139 Street North of 118 Avenue,53.5708714,-113.5613861,53.5708714,-113.5613861,-,-,-,-,-,-,2600,2500,2600,2300,2500,2600
332453,139 Street North of 119 Avenue,53.5723881,-113.5613502,53.5723881,-113.5613502,1900,1700,1700,1700,1700,1600,1600,1500,1600,1400,1500,1600
332549,139 Street North of 158 Avenue,53.6194467,-113.5621416,53.6194467,-113.5621416,2300,2300,2300,2400,2400,2300,2300,2200,2300,2000,2200,2300
332555,139 Street North of 161 Avenue,53.6224551,-113.5604059,53.622465,-113.5607983,-,-,-,-,-,-,-,3100,3200,2800,3000,3200
332557,139 Street North of 162 Avenue,53.6238206,-113.560226,53.6238345,-113.5608098,-,-,-,-,-,-,-,2600,2700,2300,2500,2600
335557,139 Street North of 163 Avenue,53.624918,-113.560842,53.624918,-113.560842,-,-,-,-,-,-,2000,1900,2000,1700,1900,2000
332433,139 Street North of Woodcroft Avenue,53.5673893,-113.5613951,53.5673893,-113.5613951,1200,1100,1100,1100,1100,1000,1000,1000,1100,1000,1100,1200
408608,140 Avenue West of  59 Street,53.6024429,-113.4336465,53.6024429,-113.4336465,800,800,800,800,800,800,900,900,1000,900,1000,1100
408640,140 Avenue West of  64 Street,53.6022401,-113.4416055,53.6022401,-113.4416055,2000,2000,2000,2100,2200,2100,1400,1300,1400,1200,1300,1400
408724,140 Avenue West of  88A Street,53.6029285,-113.4783338,53.6029285,-113.4783338,-,2400,2400,2500,2500,2400,1400,1300,1400,1200,1300,1400
408732,140 Avenue West of  90 Street,53.6028111,-113.4810497,53.6028111,-113.4810497,-,2500,2600,2600,2600,2500,1900,1800,1900,1700,1900,2000
408952,140 Avenue West of 123A Street,53.6021014,-113.5383815,53.6021014,-113.5383815,-,-,-,-,7400,7000,4100,3900,4100,3500,3800,4000
318040,140 Avenue West of 127 Street,53.6020587,-113.5430939,53.6020587,-113.5430939,-,-,-,8500,8200,7800,7300,6900,7200,6200,6700,7000
332685,140 Street North of 137 Avenue,53.6004257,-113.5624473,53.6004257,-113.5624473,-,-,-,-,-,-,6700,6400,6600,5700,6100,6400
409140,141 Avenue West of  80 Street,53.6037663,-113.4655904,53.6037663,-113.4655904,-,-,-,-,800,800,400,400,500,500,600,700
332725,141 Street North of  82 Avenue,53.5159951,-113.5640481,53.5159951,-113.5640481,-,-,-,-,-,-,-,500,600,600,700,800
332861,141 Street North of 162 Avenue,53.6239379,-113.5644708,53.6239379,-113.5644708,-,-,-,-,-,-,-,100,200,200,300,400
258737,141 Street SW North of  28 Avenue SW,53.41459,-113.5654241,53.41459,-113.5654241,-,-,5500,5600,5600,5300,5300,5000,5200,4500,4900,5100
258707,141 Street SW North of  41 Avenue SW,53.3974392,-113.5653701,53.3974392,-113.5653701,400,600,600,1800,1800,1700,1700,1600,1700,1500,1700,1800
258755,141 Street SW North of Chappelle Drive SW,53.4067,-113.56541,53.4067,-113.56541,-,-,3000,3100,3100,2900,8600,7600,7900,6800,7300,7600
258767,141 Street SW North of Hayes Ridge Boulevard,53.4173555,-113.5654241,53.4173555,-113.5654241,-,-,-,-,-,-,-,13200,13600,11600,12500,13000
258749,141 Street SW South of Chappelle Drive SW,53.4029191,-113.5653791,53.4030696,-113.5648782,-,-,-,-,-,-,-,3200,3300,2900,3200,3400
258779,141 Street SW South of Ellerslie Road SW,53.4236582,-113.5646147,53.4236582,-113.5646147,-,-,5200,5300,5400,5100,13500,12800,13200,11300,12100,12600
409340,142 Avenue West of  59 Street,53.6044387,-113.4331788,53.6044387,-113.4331788,100,100,100,100,100,100,100,400,500,500,600,700
409512,142 Avenue West of 122 Street,53.6041932,-113.5331294,53.6041932,-113.5331294,6800,6700,6800,7000,7000,6700,6700,6400,6600,5700,6100,6400
409520,142 Avenue West of 123 Street,53.6042252,-113.5379048,53.6042252,-113.5379048,7000,6800,6500,6700,7600,7200,7200,6800,7100,6100,6600,6900
409296,142 Avenue West of Clareview Station Drive,53.6040438,-113.4125844,53.6040438,-113.4125844,3100,3000,3100,3200,4700,4500,4500,4300,4500,3900,4200,4400
409304,142 Avenue West of Manning Drive NB,53.6048015,-113.4140772,53.6046415,-113.4137222,-,-,-,-,3100,2900,2900,2800,2900,2500,2700,2900
332903,142 Street East Service Road North of  97 Avenue,53.5350808,-113.5653611,53.5350808,-113.5653611,-,-,-,-,-,-,200,200,300,300,400,500
332877,142 Street North of  87 Avenue,53.520598,-113.565703,53.520598,-113.565703,19100,17900,18200,17000,17100,19100,19100,18100,18700,15900,17100,17800
332881,142 Street North of  89 Avenue,53.521727,-113.5657119,53.521727,-113.5657119,-,-,16600,17100,17100,16200,16200,15400,15900,13600,14600,15200
332893,142 Street North of  92A Avenue,53.5310826,-113.565586,53.5310826,-113.565586,21400,20000,20300,18900,18900,18000,18000,17100,17700,15100,16200,16900
332895,142 Street North of  95 Avenue S,53.5317775,-113.565586,53.5317775,-113.565586,-,-,-,-,-,-,19900,18900,19500,16600,17800,18600
332901,142 Street North of  96 Avenue,53.5340011,-113.565586,53.5340011,-113.565586,-,-,-,20600,20600,19600,19600,18600,19200,16400,17600,18400
332921,142 Street North of 100 Avenue,53.540901,-113.565678,53.540901,-113.565678,24100,20300,20600,25000,25000,23900,23900,22700,23400,19900,21300,22200
332933,142 Street North of 101A Avenue,53.5423814,-113.5656309,53.5423814,-113.5656309,-,-,-,-,19700,25000,25000,23800,24600,21000,22500,23400
332941,142 Street North of 103 Avenue North,53.5450693,-113.5657119,53.5450693,-113.5657119,-,-,14700,15100,15100,14300,14300,13600,14100,12000,12900,13500
332957,142 Street North of 105 Avenue,53.5482433,-113.5657658,53.5482433,-113.5657658,-,-,15200,15600,13400,12700,12700,12100,12500,10700,11500,12000
332977,142 Street North of 111 Avenue,53.55967,-113.565802,53.55967,-113.565802,13400,13200,16700,16600,16600,15800,16400,15600,16100,13700,14700,15300
332981,142 Street North of 112 Avenue,53.5618078,-113.5658108,53.5618078,-113.5658108,-,-,-,-,-,-,15200,14400,14900,12700,13600,14200
332985,142 Street North of 114 Avenue,53.5640191,-113.5658198,53.5640191,-113.5658198,-,-,-,-,-,-,15100,14300,14800,12600,13500,14100
332993,142 Street North of 116 Avenue,53.5688954,-113.5659007,53.5688954,-113.5659007,-,-,-,14800,14800,14100,15000,14300,14800,12600,13500,14100
332997,142 Street North of 118 Avenue,53.571522,-113.565839,53.571522,-113.565839,16200,12100,12400,12600,12600,11900,12500,11900,12300,10500,11300,11800
333001,142 Street North of 120 Avenue,53.5727512,-113.5658468,53.5727512,-113.5658468,-,-,-,-,12400,11800,12200,11600,12000,10200,11000,11500
333005,142 Street North of 121A Avenue,53.5748819,-113.5658558,53.5748819,-113.5658558,-,-,13100,13500,12200,11600,12200,11600,12000,10200,11000,11500
333009,142 Street North of 123 Avenue,53.5776799,-113.5658468,53.5776799,-113.5658468,-,-,-,-,12000,11400,11400,10800,11200,9600,10300,10800
333017,142 Street North of 124 Avenue N,53.5799118,-113.5657928,53.5799118,-113.5657928,-,-,-,-,11900,11300,11300,10700,11100,9500,10200,10700
333013,142 Street North of 124 Avenue S,53.5786731,-113.5658468,53.5786731,-113.5658468,-,-,-,-,12300,11700,11700,11100,11500,9800,10500,11000
333057,142 Street North of 134 Avenue,53.5984617,-113.5658018,53.5984617,-113.5658018,-,-,-,-,5100,7000,7000,6700,7000,6000,6500,6800
333065,142 Street North of 137 Avenue,53.6028591,-113.5658108,53.6029778,-113.568936,-,5400,10300,10600,13900,17200,17200,16300,16800,14300,15400,16100
333073,142 Street North of 153 Avenue,53.6166514,-113.5658288,53.6166514,-113.5658288,-,-,-,-,11000,10500,10500,10000,10300,8800,9500,9900
333075,142 Street North of 157 Avenue,53.6184172,-113.5658018,53.6184172,-113.5658018,-,-,7200,7400,7400,7000,7000,6700,7000,6000,6500,6800
333077,142 Street North of 162 Avenue,53.6257994,-113.5658108,53.6260572,-113.5695865,-,-,6100,8100,8100,7700,10800,10300,10700,9100,9800,10200
333081,142 Street North of 167 Avenue,53.629424,-113.565809,53.6297706,-113.5671706,2600,8700,8800,11800,11800,14700,14700,14000,14500,12400,13300,13900
332905,142 Street North of 97 Avenue,53.535022,-113.565586,53.535022,-113.565586,-,-,-,20900,20900,19900,19900,18900,19500,16600,17800,18600
332973,142 Street North of McQueen Road,53.557535,-113.565803,53.557535,-113.565803,14100,12600,12800,14400,14400,13700,14000,13300,13700,11700,12600,13200
332929,142 Street North of Stony Plain Road,53.5436906,-113.5657838,53.5436906,-113.5657838,13800,14000,14300,14300,15000,14400,14400,13700,14200,12100,13000,13600
333021,142 Street North of Yellowhead Trail,53.5818766,-113.5658288,53.5818766,-113.5658288,3400,3400,3400,3500,5700,5400,5400,5100,5300,4600,5000,5200
333071,142 Street South of 153 Avenue,53.6130824,-113.5657838,53.6131717,-113.5696765,-,-,-,-,14100,13400,13400,12700,13100,11200,12000,12500
259259,143 Street North of  50 Avenue,53.4899026,-113.5671957,53.4899026,-113.5671957,-,-,-,-,-,-,1500,1400,1500,1300,1400,1500
333141,143 Street North of  98 Avenue,53.536552,-113.567442,53.536552,-113.567442,500,500,500,600,300,200,200,200,300,300,400,500
259289,143 Street North of 58 Avenue,53.4952208,-113.5665213,53.4952208,-113.5665213,-,-,-,-,-,-,800,800,900,800,900,1000
409824,144 Avenue West of  20 Street,53.6066425,-113.373284,53.6066425,-113.373284,-,-,-,-,-,-,-,900,1000,900,1000,1100
409832,144 Avenue West of  23 Street,53.6081152,-113.3810092,53.6081152,-113.3810092,3900,3800,3900,4000,4200,4000,4000,3800,4000,3400,3700,3900
409848,144 Avenue West of  31 Street,53.6079017,-113.3887524,53.6079017,-113.3887524,-,-,-,-,-,-,-,4800,5000,4300,4700,4900
409856,144 Avenue West of  32 Street,53.6069253,-113.3939774,53.6069253,-113.3939774,-,-,-,-,6400,6100,6100,5800,6000,5100,5500,5800
409864,144 Avenue West of  36 Street,53.6068666,-113.4019454,53.6068666,-113.4019454,9000,7400,7500,7600,9900,9400,9400,7600,7900,6800,7300,7600
409896,144 Avenue West of  50 Street,53.6069093,-113.4190415,53.6069093,-113.4190415,-,-,-,-,-,-,-,5000,5200,4500,4900,5100
409904,144 Avenue West of  51 Street,53.6069,-113.421129,53.6069,-113.421129,6900,5700,5600,5700,5700,5400,5000,4800,5000,4300,4700,4900
409936,144 Avenue West of  57 Street,53.6065944,-113.4313532,53.6065944,-113.4313532,-,6700,6800,7000,7000,6700,6700,6400,6600,5700,6100,6400
409976,144 Avenue West of  64 Street,53.6048496,-113.440967,53.6048496,-113.440967,8200,6600,6700,7600,8400,7500,7500,5600,5800,5000,5400,5700
409984,144 Avenue West of  66 Street,53.6048709,-113.4437549,53.6048709,-113.4437549,9900,9800,9900,10200,11600,11000,7500,9500,9800,8400,9000,9400
410024,144 Avenue West of  74 Street,53.6068986,-113.4565522,53.6068986,-113.4565522,-,8900,9000,9300,9300,8800,7300,6900,7200,6200,6700,7000
410040,144 Avenue West of  77 Street,53.6069466,-113.4614355,53.6069466,-113.4614355,11500,9900,10100,10400,10400,9900,8400,8000,8300,7100,7600,8000
410056,144 Avenue West of  80 Street,53.606926,-113.465625,53.606926,-113.465625,10600,10400,10600,10900,7600,10300,10300,8100,8400,7200,7800,8200
410064,144 Avenue West of  82 Street,53.6069413,-113.4690708,53.6069413,-113.4690708,-,-,-,-,-,-,-,7700,8000,6800,7300,7600
410096,144 Avenue West of  88A Street,53.605778,-113.479413,53.605778,-113.479413,-,8000,8100,8400,8400,8000,6900,6600,6800,5800,6300,6600
410104,144 Avenue West of  92 Street,53.6060875,-113.4837567,53.6060875,-113.4837567,-,-,-,-,8800,8400,7300,6900,7200,6200,6700,7000
410112,144 Avenue West of  94 Street,53.6067865,-113.4882173,53.6067865,-113.4882173,9900,9700,9600,9800,10800,11400,11400,9100,9400,8000,8600,9000
409944,144 Avenue West of 58 Avenue,53.6054792,-113.4335026,53.6054792,-113.4335026,-,-,-,-,-,-,5300,5000,5200,4500,4900,5100
409872,144 Avenue West of Fort Road,53.6069253,-113.4084565,53.6069253,-113.4084565,-,-,-,-,9300,8800,8800,8400,8700,7400,8000,8400
409880,144 Avenue West of Manning Drive NB,53.6069093,-113.4116581,53.6068638,-113.4111296,-,-,-,-,6700,6400,6400,6100,6300,5400,5800,6100
409840,144 Avenue West of Victoria Trail,53.6085153,-113.385227,53.6085153,-113.385227,6100,6000,6100,6300,5800,5500,5500,5200,5400,4600,5000,5200
333265,144 Street North of 103 Avenue,53.5446846,-113.5691473,53.5446846,-113.5691473,-,-,-,-,-,-,500,500,600,600,700,800
333261,144 Street North of Stony Plain Road,53.542885,-113.569154,53.542885,-113.569154,700,400,400,400,400,500,500,500,600,600,700,800
410440,145 Avenue West of  59 Street,53.6079444,-113.4334936,53.6079444,-113.4334936,-,-,200,200,200,200,200,200,300,300,400,500
410612,145 Avenue West of 113 Street,53.6070267,-113.516429,53.6070267,-113.516429,-,-,-,-,100,100,100,100,200,200,300,400
410636,145 Avenue West of 116 Street,53.6073628,-113.5224725,53.6073628,-113.5224725,3500,3500,3500,3600,3600,3400,3400,3200,3300,2900,3200,3400
410644,145 Avenue West of 117 Street,53.607516,-113.524473,53.607516,-113.524473,-,-,-,-,-,-,3300,3100,3200,2800,3000,3200
410620,145 Avenue West of Castle Downs Road,53.6070907,-113.5177241,53.6070907,-113.5177241,4400,4400,4400,4600,4100,3900,3900,3700,3900,3400,3700,3900
333333,145 Street North of  80 Avenue,53.5154764,-113.5717913,53.5154764,-113.5717913,-,-,700,700,700,700,700,1000,1100,1000,1100,1200
333345,145 Street North of  84 Avenue,53.5170699,-113.5705142,53.5170699,-113.5705142,-,-,900,900,900,900,1100,1500,1600,1400,1500,1600
333341,145 Street North of  84 Avenue,53.5170699,-113.5705142,53.5170699,-113.5705142,-,-,-,-,-,-,-,1700,1800,1600,1800,1900
333353,145 Street North of  87 Avenue,53.519991,-113.570281,53.519991,-113.570281,2200,2200,2100,2200,1400,1700,1700,1600,1700,1500,1700,1800
333381,145 Street North of  96 Avenue,53.5335361,-113.5727625,53.5335361,-113.5727625,-,-,600,600,600,600,600,600,700,600,700,800
333357,145 Street North of 88 Avenue,53.5209945,-113.5702624,53.5209945,-113.5702624,-,-,-,-,-,-,1100,1000,1100,1000,1100,1200
333361,145 Street North of 89a Avenue,53.5225664,-113.5702534,53.5225664,-113.5702534,-,-,-,-,-,-,1900,1800,1900,1700,1900,2000
410820,146 Avenue West of  52 Street,53.6087768,-113.4207952,53.6087768,-113.4207952,-,2000,2000,2100,2100,2000,2000,1900,2000,1700,1900,2000
411084,147 Avenue West of Fraser Way,53.6099879,-113.3691561,53.6099879,-113.3691561,800,800,800,900,900,900,900,900,1000,900,1000,1100
259973,147 Street North of  43 Avenue,53.4814157,-113.5740036,53.4814157,-113.5740036,-,200,200,200,200,200,200,200,300,300,400,500
260015,147A Street North of  46 Avenue,53.4846801,-113.5739227,53.4846801,-113.5739227,-,400,400,500,500,500,500,500,600,600,700,800
411604,148 Avenue West of 125 Street,53.6105375,-113.5400272,53.6105375,-113.5400272,-,-,-,-,2100,2000,2000,1900,2000,1700,1900,2000
318464,148 Avenue West of 127 Street,53.6104521,-113.5420957,53.6104521,-113.5420957,3500,3500,3500,3600,3100,2900,2900,2800,2900,2500,2700,2900
411856,149 Avenue West of  65 Street,53.6101747,-113.442298,53.6101747,-113.442298,5400,5400,5500,5600,4500,4900,4900,4700,4900,4200,4500,4700
411864,149 Avenue West of 66 Street,53.6101694,-113.4441506,53.6101694,-113.4441506,4000,4000,4100,4200,4800,4600,4600,4400,4600,4000,4300,4500
333917,149 Steet North of 111 Avenue,53.5598741,-113.5780056,53.5598741,-113.5780056,-,-,-,-,25300,23600,23700,21100,21800,18600,20000,20800
333805,149 Street North of  80 Avenue,53.5160967,-113.5779696,53.5160967,-113.5779696,-,-,-,35400,35500,36700,36700,40300,41600,35400,37900,39500
333809,149 Street North of  84 Avenue,53.518353,-113.577938,53.518353,-113.577938,28000,30900,31400,36400,37000,36400,36300,39100,40300,34300,36800,38300
333813,149 Street North of  87 Avenue,53.520519,-113.577955,53.520519,-113.577955,22900,23600,24000,27900,28000,28000,30600,29100,30000,25500,27300,28400
333817,149 Street North of  89 Avenue,53.5223205,-113.5778527,53.5223205,-113.5778527,-,-,-,26400,26500,25200,25200,23900,24700,21000,22500,23400
333825,149 Street North of  91 Avenue,53.5257903,-113.5779606,53.5257903,-113.5779606,-,-,-,-,-,-,28000,26600,27400,23300,25000,26000
333829,149 Street North of  92 Avenue,53.5275491,-113.5779247,53.5275491,-113.5779247,-,-,-,-,-,-,27900,26500,27300,23300,25000,26000
333833,149 Street North of  93 Avenue,53.529356,-113.5778707,53.529356,-113.5778707,-,-,-,27500,27600,26200,26200,24900,25700,21900,23500,24500
333837,149 Street North of  94 Avenue,53.5311681,-113.5779786,53.5311681,-113.5779786,-,-,-,27700,27700,26300,26300,25000,25800,22000,23600,24600
333849,149 Street North of  97 Avenue,53.5356153,-113.5778797,53.5356153,-113.5778797,-,28100,28600,29300,29400,27900,27900,26500,27300,23300,25000,26000
333861,149 Street North of 100 Avenue,53.540388,-113.5780595,53.540388,-113.5780595,-,-,-,35300,35300,35000,35000,33300,34300,29200,31300,32600
333885,149 Street North of 104 Avenue,53.547677,-113.5780775,53.547677,-113.5780775,-,-,-,25700,25700,24400,24400,23200,23900,20400,21900,22800
333897,149 Street North of 106 Avenue,53.5499211,-113.5780056,53.5499211,-113.5780056,25200,23400,23800,25600,25600,24300,26500,25200,26000,22100,23700,24700
333901,149 Street North of 107 Avenue,53.5520529,-113.5780326,53.5520529,-113.5780326,-,-,-,22700,22700,21600,23600,22400,23100,19700,21100,22000
333909,149 Street North of 109 Avenue,53.5549219,-113.5780685,53.5549219,-113.5780685,-,-,-,21900,21900,20800,20800,19800,20400,17400,18700,19500
333913,149 Street North of 110 Avenue,53.557896,-113.578096,53.557896,-113.578096,22500,22200,22600,23300,23400,21900,22400,21300,22000,18700,20100,21000
333925,149 Street North of 112 Avenue N,53.5615994,-113.5780775,53.5615994,-113.5780775,-,-,-,-,-,-,24000,22800,23500,20000,21400,22300
333929,149 Street North of 114 Avenue,53.5637147,-113.5780056,53.5637147,-113.5780056,25600,25200,25600,21700,21700,23500,23600,22500,23200,19800,21200,22100
333937,149 Street North of 116 Avenue,53.5694242,-113.5779876,53.5694242,-113.5779876,-,-,-,23000,23000,21900,24600,22100,22800,19400,20800,21700
333941,149 Street North of 118 Avenue,53.5713307,-113.5779966,53.5713307,-113.5779966,25200,24800,25300,24100,24100,22900,25200,23800,24600,21000,22500,23400
333945,149 Street North of 119 Avenue,53.5727192,-113.5779966,53.5727192,-113.5779966,-,-,-,22800,22800,21700,21700,20600,21300,18200,19500,20300
333949,149 Street North of 121A Avenue,53.5751275,-113.5779426,53.5751275,-113.5779426,-,-,-,22700,22800,21700,21700,20600,21300,18200,19500,20300
333953,149 Street North of 123 Avenue,53.5777654,-113.5780056,53.5777654,-113.5780056,-,-,-,22200,25000,23900,23900,22700,23400,19900,21300,22200
333957,149 Street North of 124 Avenue,53.5799919,-113.5780056,53.5799919,-113.5780056,-,-,-,-,26200,23900,23900,20400,21100,18000,19300,20100
333973,149 Street North of 128 Avenue,53.5892972,-113.5776009,53.5892972,-113.5776009,7400,7300,7400,7600,6800,6500,6500,7000,7300,6300,6800,7100
333977,149 Street North of 131 Avenue,53.5918487,-113.5777448,53.5918487,-113.5777448,-,-,-,-,-,-,-,7700,8000,6800,7300,7600
333985,149 Street North of 135 Avenue,53.59783,-113.583195,53.59783,-113.583195,7100,6200,6300,7000,7000,8300,8300,7500,7800,6700,7200,7500
333841,149 Street North of 95 Avenue,53.5320661,-113.5779876,53.5320661,-113.5779876,-,-,-,28700,28700,27600,27600,26200,27000,23000,24700,25700
333873,149 Street North of Stony Plain Road,53.5423814,-113.5781405,53.5423814,-113.5781405,-,-,-,-,27800,24400,24400,23200,23900,20400,21900,22800
333869,149 Street North of Summit Drive,53.5414248,-113.5780416,53.5414248,-113.5780416,-,-,-,-,37300,33700,33700,32000,33000,28100,30100,31400
333797,149 Street North of Whitemud Drive,53.5146315,-113.5781225,53.5146315,-113.5781225,-,31200,34600,35100,35100,33300,33300,31600,32600,27800,29800,31000
333961,149 Street North of Yellowhead Trail,53.5824692,-113.5780326,53.5824692,-113.5780326,9400,9300,8700,7300,8900,9700,7400,5800,6000,5100,5500,5800
412040,149A Avenue West of  75 Street,53.6112578,-113.4574965,53.6112578,-113.4574965,-,-,2400,2500,2500,2400,2400,4500,4700,4000,4300,4500
412096,149A Avenue West of  81 Street,53.6105535,-113.4669843,53.6105492,-113.4668089,4700,4600,4700,4800,4900,4700,4700,4500,4700,4000,4300,4500
412104,149A Avenue West of  82 Street,53.6105322,-113.4680545,53.6105322,-113.4680545,-,-,-,-,3300,3100,3100,2900,3000,2600,2800,3000
412112,149A Avenue West of  83 Street,53.6105268,-113.4704467,53.6105268,-113.4704467,2000,2000,2000,2100,2100,2000,2000,1900,2000,1700,1900,2000
203380,15 Avenue SW West of 126 Street SW,53.4191617,-113.5399553,53.4191617,-113.5399553,-,-,-,-,-,-,2200,2100,2200,1900,2100,2200
334057,150 Street North of 104 Avenue,53.547367,-113.5798222,53.547367,-113.5798222,-,-,-,-,-,-,-,600,700,600,700,800
412748,151 Avenue West of  22 Street,53.6131304,-113.3749927,53.6131304,-113.3749927,-,-,-,-,2300,2200,2200,2100,2200,1900,2100,2200
412764,151 Avenue West of  26 Street,53.6132478,-113.3788508,53.6132478,-113.3788508,3200,3100,3200,3300,5300,5000,5000,4800,5000,4300,4700,4900
412796,151 Avenue West of  31 Street,53.61402,-113.38664,53.61402,-113.38664,-,-,-,1300,1300,1200,1200,1100,1200,1100,1200,1300
412772,151 Avenue West of Victoria Trail,53.6135519,-113.381297,53.6135519,-113.381297,1100,1100,1100,1600,1900,1800,1800,1700,1800,1600,1800,1900
334097,151 Street North of  89 Avenue,53.5222456,-113.5815489,53.5222456,-113.5815489,400,400,400,400,400,400,400,400,500,500,600,700
334109,151 Street North of  92 Avenue,53.5275651,-113.5815489,53.5275651,-113.5815489,500,400,500,500,500,500,500,500,600,600,700,800
334269,152 Street North of 96 Avenue,53.5338301,-113.5832666,53.5338301,-113.5832666,-,-,-,-,-,-,300,300,400,400,500,600
414430,153 Avenue East of 121 Street,53.6165554,-113.5282731,53.6165554,-113.5282731,18500,18200,18500,19100,19100,18100,18100,17200,17800,15200,16300,17000
414278,153 Avenue East of 37 Street,53.6145389,-113.3976826,53.6145389,-113.3976826,-,-,-,-,17200,16300,16300,15500,16000,13600,14600,15200
414179,153 Avenue N West of Meridian Street,53.6182305,-113.3497847,53.6182305,-113.3497847,-,-,-,-,-,-,5000,4800,5000,4300,4700,4900
414164,153 Avenue NE West of 17 Street NE,53.6140427,-113.3341276,53.6140427,-113.3341276,500,500,500,400,400,400,400,400,500,500,600,700
414248,153 Avenue West of  18 Street,53.6160806,-113.3743452,53.6160806,-113.3743452,4800,4800,3900,4100,4100,10100,14100,13400,13900,11900,12800,13400
414264,153 Avenue West of  30 Street,53.616002,-113.388063,53.616002,-113.388063,2600,9300,10400,12700,12700,12100,14700,14000,14500,12400,13300,13900
414284,153 Avenue West of  37 Street,53.61415,-113.4015,53.61415,-113.4015,-,-,-,17000,20000,19000,19000,18100,18700,15900,17100,17800
414316,153 Avenue West of  50 Street,53.6158779,-113.4199588,53.6158779,-113.4199588,-,-,-,-,-,-,-,21000,21700,18500,19800,20600
414324,153 Avenue West of  54 Street,53.6158299,-113.4287272,53.6158299,-113.4287272,-,-,-,-,18800,17900,17900,21300,22000,18700,20100,21000
414332,153 Avenue West of  59A Street,53.6159739,-113.4378193,53.6159739,-113.4378193,25000,24600,25000,19100,20000,22100,19000,21700,22400,19100,20500,21400
414340,153 Avenue West of  66 Street,53.6158512,-113.4483054,53.6158512,-113.4483054,-,-,-,-,-,-,-,20800,21500,18300,19600,20400
414348,153 Avenue West of  73A Street,53.6158886,-113.460869,53.6158886,-113.460869,20800,20500,16400,21000,20200,21800,20200,21700,22400,19100,20500,21400
414356,153 Avenue West of  82 Street,53.6159526,-113.4693406,53.6159526,-113.4693406,-,-,-,19200,20300,21800,21800,20700,21400,18200,19500,20300
414364,153 Avenue West of  88 Street,53.6147789,-113.4835319,53.6147789,-113.4835319,22600,26800,27300,21500,21500,20400,22200,21100,21800,18600,20000,20800
414388,153 Avenue West of  96 Street,53.6140481,-113.4900789,53.6140481,-113.4900789,-,-,-,27000,24400,26600,26600,24100,24900,21200,22700,23700
414396,153 Avenue West of  97 Street,53.6140854,-113.4955738,53.6140854,-113.4955738,24700,24300,22400,27200,25000,27100,26200,24900,25700,21900,23500,24500
414398,153 Avenue West of 102A Street,53.6141121,-113.4998006,53.6141121,-113.4998006,-,-,-,-,24200,28100,28100,26700,27600,23500,25200,26300
414436,153 Avenue West of 121 Street,53.6169929,-113.5334712,53.6169929,-113.5334712,19700,21000,21400,23900,23900,21300,23400,22200,22900,19500,20900,21800
414444,153 Avenue West of 126 Street,53.6170249,-113.5396495,53.6170249,-113.5396495,-,-,-,-,23300,22100,22100,21000,21700,18500,19800,20600
318776,153 Avenue West of 127 Street,53.6169022,-113.5430759,53.6169022,-113.5430759,-,-,11900,12300,16000,15200,15200,14400,14900,12700,13600,14200
318792,153 Avenue West of 134 Street,53.6146562,-113.5546952,53.6146562,-113.5546952,-,5700,7200,7900,7900,7500,7500,7100,7400,6300,6800,7100
318808,153 Avenue West of 139 Street,53.61465,-113.563,53.61465,-113.563,-,-,5700,6000,7700,7300,7300,6900,7200,6200,6700,7000
414236,153 Avenue West of Anthony Henday Drive SB,53.616166,-113.3672316,53.6163895,-113.3672883,-,-,-,-,-,-,12800,12200,12600,10800,11600,12100
414404,153 Avenue West of Beaumaris Road,53.6141281,-113.5054753,53.6141281,-113.5054753,-,-,19600,20200,22400,21300,21300,20200,20900,17800,19100,19900
414428,153 Avenue West of Castle Downs Road,53.6142401,-113.5199184,53.6142401,-113.5199184,18400,19400,19700,19600,20500,20600,22000,20900,21600,18400,19700,20500
